S1_control	S2_control	S3_control	S4_treated	S5_treated	S6_treated
Gene_36	442.581126608676	241.3342869166	355.35900538607	288.266842636142	193.343108896682	246.84717858904
Gene_37	63.5093993339805	53.1753513545051	41.3912477864456	176.108412395459	172.389668523642	202.565432811617
Gene_38	140.911479772269	121.689746368964	112.059231812085	104.287663206249	65.7176084427145	72.5466898906722
Gene_39	149.84248905361	136.006187118253	140.32642542234	180.043795912676	101.909914541601	103.638128415246
Gene_40	161.750501428731	191.226744294086	174.650874806222	96.4168961718156	120.958496698909	68.7780306755723
Gene_41	393.956742743598	236.221272363282	217.051665221605	220.38147696415	288.586019683225	492.752192374306
Gene_42	310.600656117748	344.61718089362	264.500168781677	946.459735890679	586.696330445104	847.948323397467
Gene_43	119.080123751213	130.893172564936	329.11089703369	152.496111292157	148.578940827007	144.151214977569
Gene_44	122.057126844994	100.215085245029	101.963805522708	87.5622832580774	129.530358669698	117.77060047187
Gene_45	189.535863637348	172.819891902142	234.213889913546	144.625344257723	83.8137614921577	150.746368603994
Gene_46	197.474538554095	198.384964668731	392.712082656765	474.213713824644	481.929128579907	353.311801415611
Gene_47	159.765832699545	117.599334726309	247.337944089736	157.415340688678	181.913959602297	130.018742920945
Gene_48	63.5093993339805	115.554128904982	74.7061545413897	181.02764179198	145.72165350341	98.9273043963711
Gene_49	130.988136126335	208.610993775366	210.994409447979	69.8530574306011	122.86335491464	187.490795951218
Gene_50	288.769300096692	276.102785879161	239.261603058234	170.205337119634	278.109299496705	204.449762419167
Gene_51	101.218105188531	65.4465862824678	71.6775266545766	111.174584361379	86.671048815754	51.819064207623
Gene_52	169.689176345479	71.5822037464492	226.137548882044	95.4330502925113	109.529347404524	118.712765275645
Gene_53	450.519801525424	310.871284841722	313.967757599624	328.604523687616	232.392702319164	442.817457774233
Gene_54	152.81949214739	207.588390864703	168.593619032596	328.604523687616	296.205452546148	298.666242796663
Gene_55	142.896148501456	166.68427443816	114.07831706996	243.009932188147	110.48177651239	172.416159090818
Gene_56	226.252235127305	265.876756772526	397.759795801453	193.817638222935	218.106265701183	206.334092026717
Gene_57	85.3407553550363	118.621937636973	146.383681195966	134.786885464681	40.002022530348	89.5056563586215
Gene_58	159.765832699545	199.407567579394	115.087859698898	122.98073491303	143.81679528768	228.946047317316
Gene_59	268.922612804824	182.023318098114	276.614680328929	389.602968204479	200.01011265174	235.541200943741
Gene_60	224.267566398119	213.724008328684	73.696611912452	365.006821221873	380.971643146171	380.634580725085
Gene_61	53.586055688046	56.2431600864958	55.5248445915734	32.4669140170399	38.0971643146171	48.0504049925231
Gene_62	140.911479772269	64.4239833718043	174.650874806222	168.237645361025	159.055661013526	119.65493007942
Gene_63	189.535863637348	76.695218299767	184.746301095599	124.948426671639	105.719630973063	261.92181544944
Gene_64	506.090525942657	130.893172564936	386.654826883138	171.189182998938	173.342097631508	185.606466343668
Gene_65	134.957473584708	149.30002495688	185.755843724536	182.011487671284	147.626511719141	282.649441132489
Gene_66	144.880817230643	206.565787954039	120.135572843586	94.4492044132071	107.624489188793	126.250083705845
Gene_67	16.8696841980886	25.565072766589	15.1431394340655	20.660763465389	27.6204441280974	17.9011312717243
Gene_68	146.86548595983	93.056864870384	190.803556869225	63.9499821547756	129.530358669698	114.001941256771
Gene_69	216.328891481371	100.215085245029	164.555448516845	269.573770929362	165.722664768584	80.0840083208719
Gene_70	664.864024277608	745.477521873735	681.441274532946	544.066771255245	460.975688206867	742.425865374671
Gene_71	76.4097460736952	123.734952190291	136.288254906589	139.706114861202	95.2429107865428	227.061717709766
Gene_72	356.248036889047	233.153463631292	258.442913008051	340.410674239267	243.82185161355	293.955418777788
Gene_73	437.619454785709	521.527484438416	325.072726517939	141.673806619811	507.644714492273	201.623268007842
Gene_74	183.581857449787	301.66785864575	280.65285084468	233.171473395105	427.640669431577	255.326661823015
Gene_75	280.830625179945	651.398054092688	636.01185623075	321.717602532487	271.442295741647	260.979650645665
Gene_76	69.4634055215411	51.130145533178	45.4294183021964	53.127677482429	69.5273248741762	33.9179329358987
Gene_77	42.6703776775181	73.6274095677763	69.6584413967012	47.2246022066035	88.5759070314848	38.6287569547735
Gene_78	171.673845074666	91.0116590490568	108.021061296334	48.2084480859078	73.337041305638	162.052346249294
Gene_79	30.7623653023968	52.1527484438416	53.505759333698	21.6446093446933	30.4777314516937	22.6119552905991
Gene_80	312.585324846935	202.475376311385	194.841727384976	136.754577223289	214.296549269721	389.11406395906
Gene_81	123.049461209587	58.2883659078229	70.6679840256389	45.2569104479951	117.148780267448	65.9515362642474
Gene_82	907.985943603002	604.358320202164	383.626198996325	265.638387412145	433.35524407877	503.11600521583
Gene_83	118.08778938662	47.0397338905238	52.4962167047603	67.8853656719926	47.6214553932714	86.6791619472966
Gene_84	87.3254240842231	144.187010403562	231.185262026733	85.5945914994689	147.626511719141	212.929245653142
Gene_85	227.244569491899	237.243875273946	310.939129712811	355.168362428831	229.535414995568	307.145726030638
Gene_86	69.4634055215411	75.6726153891034	41.3912477864456	33.4507598963442	47.6214553932714	39.5709217585484
Gene_87	41.6780433129247	24.5424698559254	24.2290230945048	24.596146982606	3.80971643146171	33.9179329358987
Gene_88	216.328891481371	326.210328501676	187.774928982412	122.98073491303	208.581974622529	196.912443988967
Gene_89	167.704507616292	175.887700634132	195.851270013913	168.237645361025	288.586019683225	342.947988574087
Gene_90	336.401349597178	224.972640345983	218.061207850543	672.9505814441	145.72165350341	195.028114381417
Gene_91	458.458476442171	288.374020807124	285.700563989369	125.932272550943	181.913959602297	260.03748584189
Gene_92	146.86548595983	175.887700634132	240.271145687172	119.045351395813	119.053638483179	175.242653502143
Gene_93	63.5093993339805	125.780158011618	35.3339920128194	55.0953692410375	58.0981755797911	43.3395809736483
Gene_94	262.968606617263	263.831550951198	197.870355271789	279.412229722404	167.627522984315	175.242653502143
Gene_95	168.696841980886	272.012374236507	231.185262026733	232.187627515801	102.862343649466	271.343463487189
Gene_96	84.3484209904428	35.7911018732246	69.6584413967012	74.7722868271223	87.6234779236194	107.406787630346
Gene_97	476.320495004853	363.024033285564	628.945057828186	986.797416942153	1902.00092840726	1111.75446845446
Gene_98	300.677312471814	169.752083170151	349.301749612444	329.588369566921	130.482787777564	260.03748584189
Gene_99	64.5017336985739	62.3787775504772	46.4389609311341	26.5638387412145	49.5263136090023	52.7612290113979
Gene_100	384.033399097663	354.843210000255	455.303725650902	368.94220473909	333.3501877529	209.160586438042
Gene_101	317.546996669902	353.820607089592	232.194804655671	233.171473395105	303.824885409072	567.183211872528
Gene_102	239.15258186702	80.7856299424212	141.335968051278	177.092258274763	228.582985887703	156.399357426644
Gene_103	84.3484209904428	166.68427443816	129.221456504025	145.609190137028	119.053638483179	160.168016641744
Gene_104	56.5630587818263	72.6048066571127	59.5630151073242	75.7561327064265	80.9564741685614	89.5056563586215
Gene_105	87.3254240842231	109.418511441001	157.488650114281	182.995333550589	176.199384955104	244.96284898149
Gene_106	111.141448834466	171.797288991478	84.8015808307667	304.00837670501	206.677116406798	170.531829483268
Gene_107	195.489869824909	259.741139308544	199.889440529664	120.029197275117	121.910925806775	170.531829483268
Gene_108	585.477275110132	194.294553026076	370.502144820135	393.538351721696	484.786415903503	464.487248261057
Gene_109	251.060594242142	217.814419971338	159.507735372156	274.493000325883	268.585008418051	465.429413064832
Gene_110	77.4020804382887	165.661671527497	132.250084390838	157.415340688678	174.294526739373	218.582234475791
Gene_111	57.5553931464198	74.6500124784399	77.7347824282028	55.0953692410375	40.9544516382134	60.2985474415976
Gene_112	246.098922419174	173.842494812805	194.841727384976	212.510709929716	203.819829083202	304.319231619313
Gene_113	116.103120657433	227.01784616731	114.07831706996	72.8045950685138	82.8613323842922	203.507597615392
Gene_114	190.528198001941	238.266478184609	631.973685714999	98.384587930424	251.441284476473	170.531829483268
Gene_115	197.474538554095	171.797288991478	167.584076403658	330.572215446225	252.393713584338	372.15509749111
Gene_116	200.451541647876	189.181538472759	145.374138567029	173.156874757546	134.292504209025	183.722136736118
Gene_117	71.448074250728	65.4465862824678	72.6870692835143	47.2246022066035	70.4797539820417	66.8937010680224
Gene_118	30.7623653023968	50.1075426225144	53.505759333698	49.192293965212	21.9058694809048	46.1660753849732
Gene_119	172.666179439259	194.294553026076	196.860812642851	160.366878326591	224.773269456241	90.4478211623965
Gene_120	63.5093993339805	34.768498962561	49.4675888179472	69.8530574306011	80.004045060696	82.9105027321967
Gene_121	76.4097460736952	69.5369979251221	64.6107282520127	31.4830681377357	45.7165971775405	67.8358658717973
Gene_122	224.267566398119	106.35070270901	176.669960064097	214.478401688324	196.200396220278	141.324720566244
Gene_123	154.804160876577	186.113729740768	87.8302087175798	220.38147696415	206.677116406798	144.151214977569
Gene_124	73.4327429799149	48.0623368011873	25.2385657234425	63.9499821547756	102.862343649466	68.7780306755723
Gene_125	416.780433129247	235.198669452619	408.864764719768	231.203781636497	438.117389618097	378.750251117535
Gene_126	139.919145407676	567.544615418276	307.910501825998	326.636831929008	279.06172860457	361.791284649586
Gene_127	241.137250596207	230.085654899301	383.626198996325	213.49455580902	178.104243170835	343.890153377862
Gene_128	213.351888387591	197.362361758067	228.15663413992	240.058394550235	323.825896674246	150.746368603994
Gene_129	207.39788220003	352.798004178928	339.206323323067	240.058394550235	144.769224395545	221.408728887116
Gene_130	360.21737434742	354.843210000255	407.85522209083	575.549839392981	324.778325782111	370.27076788356
Gene_131	451.512135890017	268.944565504516	250.366571976549	398.457581118217	521.931151110255	544.571256581929
Gene_132	101.218105188531	95.1020706917111	95.9065497490813	107.239200844162	59.0506046876565	54.6455586189479
Gene_133	94.2717646363773	103.28289397702	191.813099498163	132.819193706072	117.148780267448	39.5709217585484
Gene_134	564.63825345367	1190.30978801238	641.059569375438	1051.73124497623	336.207475076496	797.071423993619
Gene_135	31.7546996669902	22.4972640345983	29.2767362391933	25.5799928619103	15.2388657258468	18.8432960754993
Gene_136	214.344222752184	98.1698794237017	176.669960064097	141.673806619811	86.671048815754	158.283687034194
Gene_137	490.213176109162	267.921962593853	398.769338430391	308.927606101532	341.922049723689	485.214873944106
Gene_138	70.4557398861346	146.232216224889	131.240541761901	54.1115233617332	40.9544516382134	117.77060047187
Gene_139	201.443876012469	283.261006253806	323.053641260063	275.476846205187	339.064762400092	322.220362891037
Gene_140	159.765832699545	175.887700634132	103.982890780583	112.158430240683	145.72165350341	127.19224850962
Gene_141	105.187442646905	74.6500124784399	53.505759333698	56.0792151203417	163.817806552854	147.919874192669
Gene_142	24.8083591148361	21.4746611239348	15.1431394340655	15.7415340688678	9.52429107865428	13.1903072528495
Gene_143	287.776965732099	209.63359668603	258.442913008051	217.429939326237	174.294526739373	182.779971932343
Gene_144	103.202773917718	59.3109688184865	71.6775266545766	78.7076703443392	60.9554629033874	38.6287569547735
Gene_145	212.359554022997	166.68427443816	242.290230945048	166.269953602417	130.482787777564	173.358323894593
Gene_146	289.761634461286	332.345945965657	246.328401460798	304.00837670501	301.920027193341	350.485307004286
Gene_147	336.401349597178	348.707592536274	416.941105751269	280.396075601709	200.962541759605	320.336033283487
Gene_148	78.3944148028821	121.689746368964	140.32642542234	152.496111292157	165.722664768584	134.72956693982
Gene_149	89.31009281341	46.0171309798602	101.963805522708	41.3215269307781	123.815784022506	82.9105027321967
Gene_150	60.5323962402001	33.7458960518975	50.4771314468849	108.223046723466	93.338052570812	105.522458022796
Gene_151	463.420148265139	284.28360916447	551.210275399983	256.783774498407	305.729743624802	431.511480128933
Gene_152	647.002005714926	336.436357608311	761.195142219025	2250.0555259688	1339.11532565879	1175.82167511115
Gene_153	288.769300096692	389.611708962816	302.86278868131	332.539907204833	230.487844103434	409.841689642109
Gene_154	325.48567158665	453.013089423957	201.90852578754	239.07454867093	329.540471321438	459.776424242182
Gene_155	73.4327429799149	83.8534386744119	151.431394340655	29.5153763791272	67.6224666584454	105.522458022796
Gene_156	183.581857449787	93.056864870384	123.164200730399	158.399186567983	264.775291986589	214.813575260692
Gene_157	477.312829369447	436.65144285334	206.956238932228	260.719158015624	175.246955847239	164.878840660619
Gene_158	49.6167182296722	92.0342619597204	70.6679840256389	83.6268997408604	64.7651793348491	144.151214977569
Gene_159	593.41595002688	225.995243256647	283.681478731493	459.45602563508	662.890659074338	666.110516268899
Gene_160	29.7700309378033	76.695218299767	28.2671936102556	39.3538351721696	26.668015020232	28.2649441132489
Gene_161	335.409015232584	341.549372161629	377.568943222699	571.614455875764	680.986812123781	423.974161698733
Gene_162	27.7853622086165	38.8589106052153	43.410333044321	60.9984445168629	31.4301605595591	32.9757681321237
Gene_163	70.4557398861346	40.9041164265424	85.8111234597043	43.2892186893866	63.8127502269837	76.315349105772
Gene_164	183.581857449787	336.436357608311	174.650874806222	291.218380274055	192.390679788816	230.830376924866
Gene_165	222.282897668932	235.198669452619	156.479107485343	229.236089877888	231.440273211299	141.324720566244
Gene_166	117.095455022026	104.305496887683	180.708130579848	150.528419533549	234.297560534895	92.3321507699464
Gene_167	496.167182296722	428.470619568032	500.733143953098	387.635276445871	200.962541759605	508.76899403848
Gene_168	51.6013869588591	67.491792103795	48.4580461890095	52.1438316031247	15.2388657258468	32.9757681321237
Gene_169	165.719838887105	231.108257809965	164.555448516845	77.723824465035	222.86841124051	133.787402136045
Gene_170	249.075925512955	185.091126830104	241.28068831611	322.701448411791	205.724687298932	238.367695355066
Gene_171	218.313560210558	68.5143950144585	240.271145687172	230.219935757192	180.961530494431	129.07657811717
Gene_172	84.3484209904428	76.695218299767	141.335968051278	94.4492044132071	124.768213130371	121.53925968697
Gene_173	105.187442646905	105.328099798347	95.9065497490813	98.384587930424	123.815784022506	130.96090772472
Gene_174	232.206241314866	231.108257809965	379.588028480575	196.769175860848	256.2034300158	381.57674552886
Gene_175	323.501002857463	378.363076945517	433.093787814273	524.38985366916	369.542493851786	509.711158842255
Gene_176	238.160247502427	197.362361758067	290.748277134057	187.91456294711	167.627522984315	229.888212121091
Gene_177	85.3407553550363	74.6500124784399	80.7634103150159	84.6107456201647	77.1467577370997	78.1996787133219
Gene_178	171.673845074666	123.734952190291	118.116487585711	89.5299750166859	170.484810307912	128.134413313395
Gene_179	142.896148501456	181.00071518745	121.145115472524	197.753021740152	140.959507964083	173.358323894593
Gene_180	158.773498334951	119.644540547637	175.66041743516	276.460692084492	252.393713584338	413.610348857209
Gene_181	213.351888387591	266.899359683189	333.14906754944	228.252243998584	200.01011265174	231.772541728641
Gene_182	157.781163970358	158.503451152852	122.154658101461	174.140720636851	249.536426260742	86.6791619472966
Gene_183	275.868953356978	229.063051988637	467.418237198154	317.78221901527	461.928117314733	303.377066815538
Gene_184	383.04106473307	188.158935562095	505.780857097787	233.171473395105	121.910925806775	211.987080849367
Gene_185	325.48567158665	340.526769250965	486.599547147971	710.336724857662	949.571820541832	739.599370963346
Gene_186	164.727504522512	227.01784616731	294.786447649808	192.833792343631	105.719630973063	153.572863015319
Gene_187	130.988136126335	268.944565504516	103.982890780583	243.993778067452	278.109299496705	134.72956693982
Gene_188	201.443876012469	152.36783368887	87.8302087175798	110.190738482075	91.4331943550811	128.134413313395
Gene_189	72.4404086153215	101.237688155692	63.601185623075	90.5138208959901	100.00505632587	146.035544585119
Gene_190	496.167182296722	555.273380490313	500.733143953098	589.32368170324	805.755025254152	1085.37385394876
Gene_191	460.443145171358	365.069239106891	359.397175901821	827.414384494866	860.995913510347	598.274650397101
Gene_192	268.922612804824	194.294553026076	159.507735372156	243.993778067452	330.492900429304	209.160586438042
Gene_193	112.133783199059	235.198669452619	165.564991145783	158.399186567983	140.959507964083	179.011312717243
Gene_194	57.5553931464198	47.0397338905238	70.6679840256389	90.5138208959901	82.8613323842922	49.934734600073
Gene_195	198.466872918689	280.193197521815	262.481083523802	368.94220473909	269.537437525916	366.502108668461
Gene_196	91.2947615425969	96.1246736023746	124.173743359337	187.91456294711	141.911937071949	172.416159090818
Gene_197	210.37488529381	150.322627867543	142.345510680215	143.641498378419	290.490877898956	182.779971932343
Gene_198	95.2640990009707	141.119201671571	103.982890780583	75.7561327064265	131.435216885429	92.3321507699464
Gene_199	168.696841980886	138.051392939581	200.898983158602	209.559172291803	166.67509387645	316.567374068388
Gene_200	97.2487677301576	88.9664532277297	113.068774441022	100.352279689033	83.8137614921577	67.8358658717973
Gene_201	105.187442646905	109.418511441001	124.173743359337	116.0938137579	69.5273248741762	104.580293219021
Gene_202	211.367219658404	139.073995850244	89.8492939754552	180.043795912676	192.390679788816	188.432960754993
Gene_203	36.7163714899575	19.4294553026076	22.2099378366294	112.158430240683	133.34007510116	45.2239105811982
Gene_204	30.7623653023968	48.0623368011873	31.2958214970686	59.0307527582544	60.003033795522	41.4552513660984
Gene_205	78.3944148028821	81.8082328530848	115.087859698898	92.4815126545986	137.149791532622	91.3899859661714
Gene_206	111.141448834466	218.837022882002	152.440936969592	146.593036016332	83.8137614921577	179.953477521018
Gene_207	262.968606617263	195.31715593674	203.927611045415	246.945315705364	196.200396220278	281.707276328714
Gene_208	160.758167064138	92.0342619597204	91.8683792333305	109.206892602771	127.625500453967	146.977709388894
Gene_209	105.187442646905	115.554128904982	152.440936969592	129.86765606816	144.769224395545	216.697904868241
Gene_210	98.241102094751	137.028790028917	130.230999132963	101.336125568337	78.0991868449651	119.65493007942
Gene_211	179.612519991414	206.565787954039	295.795990278746	321.717602532487	798.135592391229	443.759622578008
Gene_212	81.3714178966625	87.9438503170662	99.9447202648321	21.6446093446933	64.7651793348491	88.5634915548465
Gene_213	152.81949214739	176.910303544796	198.879897900727	95.4330502925113	159.055661013526	131.903072528495
Gene_214	208.390216564623	212.70140541802	259.452455636988	232.187627515801	230.487844103434	74.4310194982221
Gene_215	172.666179439259	121.689746368964	261.471540894864	304.992222584315	149.531369934872	156.399357426644
Gene_216	102.210439553125	155.435642420861	224.118463624169	108.223046723466	158.103231905661	198.796773596517
Gene_217	128.011133032554	108.395908530337	206.956238932228	184.963025309197	240.964564289953	95.1586451812713
Gene_218	230.221572585679	132.938378386263	119.126030214648	173.156874757546	305.729743624802	215.755740064467
Gene_219	538.83755997424	341.549372161629	429.055617298522	1151.09967878596	824.803607411461	1547.97677260226
Gene_220	80.379083532069	136.006187118253	60.5725577362619	89.5299750166859	50.4787427168677	93.2743155737213
Gene_221	1013.17338624991	838.534386744119	738.985204382395	1406.89960740506	1568.65074065436	1131.53992933373
Gene_222	127.018798667961	82.8308357637484	70.6679840256389	86.5784373787732	66.67003755058	98.9273043963711
Gene_223	20.8390216564623	27.6102785879161	6.05725577362619	27.5476846205187	11.4291492943851	5.65298882264978
Gene_224	137.934476678489	121.689746368964	125.183285988275	133.803039585377	71.4321830899071	68.7780306755723
Gene_225	151.827157782797	349.730195446938	216.042122592667	291.218380274055	290.490877898956	219.524399279566
Gene_226	574.561597099604	397.792532248125	805.615017892283	499.793706686554	501.930139845081	541.744762170604
Gene_227	85.3407553550363	59.3109688184865	56.5343872205111	67.8853656719926	119.053638483179	95.1586451812713
Gene_228	230.221572585679	229.063051988637	260.461998265926	199.720713498761	148.578940827007	322.220362891037
Gene_229	14.8850154689017	79.7630270317577	36.3435346417571	71.8207491892096	38.0971643146171	21.6697904868241
Gene_230	288.769300096692	675.940523948613	786.433707942467	649.338280340799	413.354232813596	432.453644932708
Gene_231	158.773498334951	493.917205850499	533.038508079105	466.34294679021	399.067796195614	493.694357178081
Gene_232	108.164445740685	122.712349279627	83.792038201829	149.544573654245	128.577929561833	203.507597615392
Gene_233	278.845956450758	503.120632046471	539.095763852731	433.87603277317	492.405848766426	293.955418777788
Gene_234	179.612519991414	188.158935562095	199.889440529664	135.770731343985	67.6224666584454	107.406787630346
Gene_235	414.79576440006	255.65072766589	382.616656367388	326.636831929008	474.309695716983	248.73150819659
Gene_236	205.413213470843	151.345230778207	286.710106618306	105.271509085554	166.67509387645	112.117611649221
Gene_237	168.696841980886	145.209613314225	114.07831706996	128.883810188856	233.34513142703	221.408728887116
Gene_238	127.018798667961	87.9438503170662	177.679502693035	42.3053728100823	89.5283361393502	132.84523733227
Gene_239	212.359554022997	425.402810836041	218.061207850543	484.052172617686	671.462521045127	426.800656110058
Gene_240	287.776965732099	204.520582132712	199.889440529664	71.8207491892096	78.0991868449651	259.095321038115
Gene_241	240.144916231614	202.475376311385	362.425803788634	218.413785205541	369.542493851786	295.839748385338
Gene_242	40.6857089483312	55.2205571758322	30.286278868131	33.4507598963442	26.668015020232	41.4552513660984
Gene_243	575.553931464198	320.074711037694	581.496554268114	347.297595394397	475.262124824849	462.602918653507
Gene_244	472.35115754648	555.273380490313	430.06515992746	483.068326738382	244.774280721415	439.048798559133
Gene_245	171.673845074666	157.480848242188	97.9256350069567	114.126121999292	271.442295741647	151.688533407769
Gene_246	628.14765278765	573.680232882257	605.725577362619	685.740577875056	734.322842164245	464.487248261057
Gene_247	732.342761069962	675.940523948613	474.485035600718	980.894341666328	435.260102294501	586.968672751802
Gene_248	249.075925512955	204.520582132712	222.099378366294	270.557616808666	222.86841124051	230.830376924866
Gene_249	255.029931700515	450.96788360263	275.605137699992	904.154363080597	1532.45843455547	1123.06044609976
Gene_250	347.317027607706	329.278137233666	353.339920128194	415.18296106639	297.157881654014	264.748309860765
Gene_251	4.96167182296722	20.4520582132712	25.2385657234425	26.5638387412145	43.8117389618097	33.9179329358987
Gene_252	129.995801761741	203.497979222048	84.8015808307667	69.8530574306011	107.624489188793	154.515027819094
Gene_253	337.393683961771	185.091126830104	443.18921410365	279.412229722404	246.679138937146	233.656871336191
Gene_254	305.638984294781	491.872000029172	401.797966317204	492.906785531424	379.06678493044	336.352834947662
Gene_255	51.6013869588591	44.9945280691966	68.6488987677635	35.4184516549527	37.1447352067517	45.2239105811982
Gene_256	25.8006934794296	29.6554844092432	44.4198756732587	21.6446093446933	33.33501877529	29.2071089170239
Gene_257	79.3867491674756	93.056864870384	134.269169648714	177.092258274763	118.101209375313	165.821005464393
Gene_258	21.8313560210558	12.2712349279627	16.1526820630032	7.87076703443392	14.2864366179814	20.7276256830492
Gene_259	191.520532366535	179.978112276787	141.335968051278	513.567548996814	186.676105141624	270.401298683414
Gene_260	294.723306284253	296.554844092432	203.927611045415	161.350724205895	395.258079764153	223.293058494666
Gene_261	79.3867491674756	56.2431600864958	38.3626198996325	78.7076703443392	81.9089032764268	107.406787630346
Gene_262	73.4327429799149	132.938378386263	127.20237124615	77.723824465035	140.007078856218	146.035544585119
Gene_263	328.46267468043	211.678802507357	275.605137699992	221.365322843454	310.49188916413	295.839748385338
Gene_264	101.218105188531	108.395908530337	125.183285988275	82.6430538615562	119.053638483179	61.2407122453726
Gene_265	78.3944148028821	52.1527484438416	91.8683792333305	91.4976667752944	68.5748957663108	64.0672066566975
Gene_266	109.156780105279	137.028790028917	103.982890780583	132.819193706072	77.1467577370997	120.597094883195
Gene_267	66.4864024277608	82.8308357637484	94.8970071201436	69.8530574306011	31.4301605595591	93.2743155737213
Gene_268	469.374154452699	706.61861126852	441.170128845774	519.470624272639	466.69026285406	560.588058246103
Gene_269	206.405547835436	61.3561746398136	209.984866819041	210.543018171107	84.7661906000231	111.175446845446
Gene_270	137.934476678489	100.215085245029	86.8206660886421	186.930717067806	157.150802797796	176.184818305918
Gene_271	201.443876012469	217.814419971338	221.089835737356	287.282996756838	229.535414995568	105.522458022796
Gene_272	108.164445740685	161.571259884842	218.061207850543	122.98073491303	100.00505632587	228.946047317316
Gene_273	131.980470490928	102.260291066356	169.603161661533	128.883810188856	95.2429107865428	133.787402136045
Gene_274	73.4327429799149	76.695218299767	92.8779218622682	92.4815126545986	91.4331943550811	59.3563826378227
Gene_275	97.2487677301576	71.5822037464492	52.4962167047603	231.203781636497	118.101209375313	313.740879657063
Gene_276	30.7623653023968	34.768498962561	36.3435346417571	46.2407563272993	82.8613323842922	78.1996787133219
Gene_277	327.470340315837	483.691176743864	578.467926381301	546.034463013853	377.16192671471	302.434902011763
Gene_278	219.305894575151	359.956224553573	427.036532040646	194.80148410224	300.01516897761	383.46107513641
Gene_279	154.804160876577	174.865097723469	323.053641260063	273.509154446579	272.394724849512	228.946047317316
Gene_280	146.86548595983	118.621937636973	177.679502693035	145.609190137028	180.961530494431	77.257513909547
Gene_281	88.3177584488166	69.5369979251221	43.410333044321	21.6446093446933	57.1457464719257	30.1492737207988
